Date,Infected cases t-1,Infected cases t-1,Infected cases t-2,Infected cases t-4,Infected cases t-5,Infected cases t-6,Infected cases t-7,Infected cases t-8,Infected cases t-9,Infected cases t-10,Infected cases t-11,Infected cases t-12,Infected cases t-13,Infected cases t-14,Infected cases t-15,Infected cases t-16,Infected cases t-17,Infected cases t-18,Infected cases t-19,Infected cases t-20,Infected cases t-21,Infected cases t-22,Infected cases t-23,Infected cases t-24,Infected cases t-25,Infected cases t-26,Infected cases t-27,Infected cases t-28,Infected cases t-29,Infected cases t-30,Deaths Daily Smoothed,Recovered Daily Smoothed
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-28,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-02-29,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-01,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-02,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-03,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-03-04,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-05,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-06,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-07,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-08,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-09,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-10,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-11,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-12,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-13,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2020-03-14,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-15,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-16,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-03-17,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
2020-03-18,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
2020-03-19,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0
2020-03-20,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0
2020-03-21,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0
2020-03-22,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,29.0
2020-03-23,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,16.0,280.0
2020-03-24,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,10.0,280.0
2020-03-25,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,0.0,17.0,280.0
2020-03-26,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,1.0,23.0,280.0
2020-03-27,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,1.0,27.0,280.0
2020-03-28,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,8.0,28.0,33.0
2020-03-29,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,8.0,31.0,33.0
2020-03-30,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,18.0,40.0,228.0
2020-03-31,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,27.0,50.0,572.0
2020-04-01,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,42.0,52.0,572.0
2020-04-02,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,54.0,49.0,1046.0
2020-04-03,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,87.0,49.0,833.0
2020-04-04,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,110.0,57.0,1569.0
2020-04-05,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,210.0,53.0,821.0
2020-04-06,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,264.0,52.0,821.0
2020-04-07,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,332.0,51.0,648.0
2020-04-08,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,369.0,57.0,1096.0
2020-04-09,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,485.0,55.0,800.0
2020-04-10,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,644.0,54.0,500.0
2020-04-11,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,644.0,45.0,1000.0
2020-04-12,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,1124.0,52.0,600.0
2020-04-13,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,1342.0,44.0,1000.0
2020-04-14,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,2182.0,40.0,850.0
2020-04-15,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,2182.0,46.0,850.0
2020-04-16,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,2669.0,44.0,500.0
2020-04-17,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,2985.0,41.0,500.0
2020-04-18,9351.0,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,4019.0,40.0,700.0
2020-04-19,8936.0,9351.0,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,5225.0,34.0,700.0
2020-04-20,8547.0,8936.0,9351.0,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,6485.0,32.0,800.0
2020-04-21,7915.0,8547.0,8936.0,9351.0,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,7245.0,36.0,800.0
2020-04-22,7185.0,7915.0,8547.0,8936.0,9351.0,9551.0,9697.0,11062.0,10850.0,11609.0,11971.0,12449.0,12503.0,12585.0,12728.0,12836.0,13970.0,13424.0,14169.0,14278.0,14313.0,14349.0,13740.0,12934.0,12282.0,11167.0,11489.0,10613.0,9624.0,8544.0,33.0,500.0
