Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
1719,Drimmelen,21,27150.0,77.3
303,Dronten,11,40815.0,27.0
225,Druten,7,18797.0,37.2
226,Duiven,3,25332.0,11.8
1711,Echt-Susteren,23,31638.0,72.7
385,Edam-Volendam,10,36099.0,27.7
228,Ede,33,115710.0,28.5
317,Eemnes,1,9113.0,11.0
770,Eersel,14,19110.0,73.3
1903,Eijsden-Margraten,26,25658.0,101.3
772,Eindhoven,93,231642.0,40.1
230,Elburg,6,23086.0,26.0
114,Emmen,8,107113.0,7.5
388,Enkhuizen,15,18507.0,81.1
153,Enschede,34,158986.0,21.4
232,Epe,16,33145.0,48.3
233,Ermelo,17,26858.0,63.3
777,Etten-Leur,37,43774.0,84.5
779,Geertruidenberg,11,21515.0,51.1
1771,Geldrop-Mierlo,16,39595.0,40.4
1652,Gemert-Bakel,71,30447.0,233.2
907,Gennep,8,17071.0,46.9
784,Gilze en Rijen,19,26431.0,71.9
1924,Goeree-Overflakkee,56,49611.0,112.9
664,Goes,7,37653.0,18.6
785,Goirle,21,23793.0,88.3
1942,Gooise Meren,20,57715.0,34.7
512,Gorinchem,9,36682.0,24.5
513,Gouda,25,73181.0,34.2
786,Grave,14,12483.0,112.2
14,Groningen,76,231299.0,32.9
1729,Gulpen-Wittem,5,14246.0,35.1
158,Haaksbergen,4,24277.0,16.5
788,Haaren,14,14195.0,98.6
392,Haarlem,54,161265.0,33.5
394,Haarlemmermeer,30,154235.0,19.5
1655,Halderberge,8,30194.0,26.5
160,Hardenberg,9,60574.0,14.9
243,Harderwijk,14,47581.0,29.4
523,Hardinxveld-Giessendam,6,18051.0,33.2
72,Harlingen,3,15758.0,19.0
244,Hattem,5,12173.0,41.1
396,Heemskerk,10,39164.0,25.5
397,Heemstede,21,27286.0,77.0
246,Heerde,24,18546.0,129.4
74,Heerenveen,4,50257.0,8.0
398,Heerhugowaard,19,56742.0,33.5
917,Heerlen,63,86832.0,72.6
1658,Heeze-Leende,10,15964.0,62.6
399,Heiloo,10,23464.0,42.6
163,Hellendoorn,7,35808.0,19.5
530,Hellevoetsluis,7,40049.0,17.5
794,Helmond,66,91524.0,72.1
531,Hendrik-Ido-Ambacht,5,30966.0,16.1
164,Hengelo (O),21,80683.0,26.0
1966,Het Hogeland,6,47888.0,12.5
252,Heumen,15,16486.0,91.0
797,Heusden,25,44135.0,56.6
534,Hillegom,3,21966.0,13.7
798,Hilvarenbeek,10,15334.0,65.2
402,Hilversum,18,90238.0,19.9
1963,Hoeksche Waard,43,86656.0,49.6
1735,Hof van Twente,8,34940.0,22.9
1911,Hollands Kroon,14,47815.0,29.3
118,Hoogeveen,7,55662.0,12.6
405,Hoorn,15,73004.0,20.5
1507,Horst aan de Maas,20,42291.0,47.3
321,Houten,43,49911.0,86.2
406,Huizen,8,41273.0,19.4
677,Hulst,1,27524.0,3.6
353,IJsselstein,23,34160.0,67.3
1884,Kaag en Braassem,5,26866.0,18.6
166,Kampen,41,53779.0,76.2
678,Kapelle,2,12785.0,15.6
537,Katwijk,10,65302.0,15.3
928,Kerkrade,26,45642.0,57.0
1598,Koggenland,6,22738.0,26.4
542,Krimpen aan den IJssel,7,29376.0,23.8
1931,Krimpenerwaard,19,56048.0,33.9
1659,Laarbeek,24,22333.0,107.5
1685,Landerd,34,15529.0,218.9
882,Landgraaf,25,37591.0,66.5
415,Landsmeer,7,11488.0,60.9
416,Langedijk,13,27992.0,46.4
1621,Lansingerland,28,61601.0,45.5
417,Laren,5,11195.0,44.7
80,Leeuwarden,15,123107.0,12.2
546,Leiden,28,124899.0,22.4
547,Leiderdorp,4,27109.0,14.8
1916,Leidschendam-Voorburg,17,75425.0,22.5
995,Lelystad,27,77893.0,34.7
1640,Leudal,32,35681.0,89.7
327,Leusden,13,30030.0,43.3
1705,Lingewaard,14,46475.0,30.1
553,Lisse,2,22800.0,8.8
262,Lochem,8,33590.0,23.8
809,Loon op Zand,21,23327.0,90.0
331,Lopik,12,14473.0,82.9
24,Loppersum,1,9614.0,10.4
168,Losser,1,22622.0,4.4
263,Maasdriel,5,24693.0,20.2
1641,Maasgouw,12,23716.0,50.6
556,Maassluis,8,32768.0,24.4
935,Maastricht,118,121565.0,97.1
420,Medemblik,6,44809.0,13.4
938,Meerssen,8,18923.0,42.3
1948,Meierijstad,168,80815.0,207.9
119,Meppel,3,33564.0,8.9
687,Middelburg,8,48544.0,16.5
1842,Midden-Delfland,2,19391.0,10.3
1731,Midden-Drenthe,2,33178.0,6.0
1952,Midden-Groningen,5,60899.0,8.2
815,Mill en Sint Hubert,5,10891.0,45.9
1709,Moerdijk,5,36961.0,13.5
1978,Molenlanden,16,43858.0,36.5
1955,Montferland,4,36026.0,11.1
335,Montfoort,9,13996.0,64.3
944,Mook en Middelaar,5,7806.0,64.1
1740,Neder-Betuwe,13,24034.0,54.1
946,Nederweert,18,17001.0,105.9
356,Nieuwegein,15,63036.0,23.8
569,Nieuwkoop,6,28628.0,21.0
267,Nijkerk,12,42943.0,27.9
268,Nijmegen,122,176731.0,69.0
1930,Nissewaard,23,84797.0,27.1
1970,Noardeast-Fryslân,3,45181.0,6.6
1695,Noord-Beveland,2,7308.0,27.4
1699,Noordenveld,3,31290.0,9.6
171,Noordoostpolder,8,46849.0,17.1
575,Noordwijk,8,42859.0,18.7
820,"Nuenen, Gerwen en Nederwetten",10,23186.0,43.1
302,Nunspeet,31,27481.0,112.8
579,Oegstgeest,9,24426.0,36.8
823,Oirschot,8,18623.0,43.0
824,Oisterwijk,21,26140.0,80.3
1895,Oldambt,0,38129.0,0.0
269,Oldebroek,16,23598.0,67.8
173,Oldenzaal,15,31840.0,47.1
1773,Olst-Wijhe,6,18071.0,33.2
175,Ommen,7,17813.0,39.3
1586,Oost Gelre,6,29704.0,20.2
826,Oosterhout,29,55616.0,52.1
85,Ooststellingwerf,1,25497.0,3.9
431,Oostzaan,7,9757.0,71.7
432,Opmeer,2,11779.0,17.0
86,Opsterland,5,29723.0,16.8
828,Oss,100,91451.0,109.3
1509,Oude IJsselstreek,5,39473.0,12.7
437,Ouder-Amstel,7,13916.0,50.3
589,Oudewater,12,10201.0,117.6
1734,Overbetuwe,44,47543.0,92.5
590,Papendrecht,6,32290.0,18.6
1894,Peel en Maas,96,43311.0,221.7
765,Pekela,2,12214.0,16.4
1926,Pijnacker-Nootdorp,20,54331.0,36.8
439,Purmerend,39,80117.0,48.7
273,Putten,6,24198.0,24.8
177,Raalte,12,37511.0,32.0
703,Reimerswaal,7,22678.0,30.9
274,Renkum,14,31302.0,44.7
339,Renswoude,0,5259.0,0.0
1667,Reusel-De Mierden,4,13060.0,30.6
275,Rheden,21,43640.0,48.1
340,Rhenen,2,20004.0,10.0
597,Ridderkerk,13,46241.0,28.1
1742,Rijssen-Holten,13,38300.0,33.9
603,Rijswijk,11,53467.0,20.6
1669,Roerdalen,11,20615.0,53.4
957,Roermond,29,58209.0,49.8
1674,Roosendaal,24,77032.0,31.2
599,Rotterdam,204,644618.0,31.6
277,Rozendaal,2,1654.0,120.9
840,Rucphen,6,22572.0,26.6
441,Schagen,12,46553.0,25.8
279,Scherpenzeel,3,9873.0,30.4
606,Schiedam,16,77999.0,20.5
88,Schiermonnikoog,0,936.0,0.0
1676,Schouwen-Duiveland,8,33779.0,23.7
965,Simpelveld,10,10516.0,95.1
1702,Sint Anthonis,14,11606.0,120.6
845,Sint-Michielsgestel,22,28991.0,75.9
1883,Sittard-Geleen,94,92661.0,101.4
610,Sliedrecht,7,25026.0,28.0
1714,Sluis,6,23386.0,25.7
90,Smallingerland,5,55938.0,8.9
342,Soest,23,46194.0,49.8
847,Someren,15,19322.0,77.6
848,Son en Breugel,19,16904.0,112.4
37,Stadskanaal,1,31789.0,3.1
180,Staphorst,4,17003.0,23.5
532,Stede Broec,17,21706.0,78.3
851,Steenbergen,11,25054.0,43.9
1708,Steenwijkerland,8,43940.0,18.2
971,Stein,28,24961.0,112.2
1904,Stichtse Vecht,27,64336.0,42.0
1900,Súdwest-Fryslân,12,89710.0,13.4
715,Terneuzen,14,54589.0,25.6
93,Terschelling,0,4890.0,0.0
448,Texel,3,13547.0,22.1
1525,Teylingen,10,37061.0,27.0
716,Tholen,14,25780.0,54.3
281,Tiel,20,41978.0,47.6
855,Tilburg,230,217259.0,105.9
183,Tubbergen,9,21276.0,42.3
1700,Twenterand,3,33792.0,8.9
1730,Tynaarlo,15,33698.0,44.5
737,Tytsjerksteradiel,2,31780.0,6.3
856,Uden,107,41782.0,256.1
450,Uitgeest,4,13528.0,29.6
451,Uithoorn,7,29424.0,23.8
184,Urk,8,20776.0,38.5
344,Utrecht,215,352866.0,60.9
1581,Utrechtse Heuvelrug,17,49515.0,34.3
981,Vaals,6,10092.0,59.5
994,Valkenburg aan de Geul,10,16470.0,60.7
858,Valkenswaard,17,30910.0,55.0
47,Veendam,1,27491.0,3.6
345,Veenendaal,7,65589.0,10.7
717,Veere,7,21835.0,32.1
861,Veldhoven,22,45337.0,48.5
453,Velsen,23,68348.0,33.7
983,Venlo,54,101603.0,53.1
984,Venray,20,43326.0,46.2
1961,Vijfheerenlanden,24,55712.0,43.1
622,Vlaardingen,24,72404.0,33.1
96,Vlieland,0,1138.0,0.0
718,Vlissingen,8,44371.0,18.0
986,Voerendaal,7,12452.0,56.2
626,Voorschoten,6,25479.0,23.5
285,Voorst,10,24417.0,41.0
865,Vught,25,26396.0,94.7
1949,Waadhoeke,2,46039.0,4.3
866,Waalre,6,17247.0,34.8
867,Waalwijk,39,48240.0,80.8
627,Waddinxveen,6,28316.0,21.2
289,Wageningen,4,38774.0,10.3
629,Wassenaar,6,26211.0,22.9
852,Waterland,11,17315.0,63.5
988,Weert,28,49842.0,56.2
457,Weesp,7,19334.0,36.2
1960,West Betuwe,22,50697.0,43.4
668,West Maas en Waal,13,19076.0,68.1
1969,Westerkwartier,12,63031.0,19.0
1701,Westerveld,2,19348.0,10.3
293,Westervoort,2,14944.0,13.4
1950,Westerwolde,3,25199.0,11.9
1783,Westland,30,108603.0,27.6
98,Weststellingwerf,2,25840.0,7.7
614,Westvoorne,8,14626.0,54.7
189,Wierden,2,24351.0,8.2
296,Wijchen,30,40951.0,73.3
1696,Wijdemeren,4,24013.0,16.7
352,Wijk bij Duurstede,7,23762.0,29.5
294,Winterswijk,2,28903.0,6.9
873,Woensdrecht,5,21866.0,22.9
632,Woerden,25,52197.0,47.9
880,Wormerland,5,16329.0,30.6
351,Woudenberg,7,13166.0,53.2
479,Zaanstad,31,155885.0,19.9
297,Zaltbommel,7,28451.0,24.6
473,Zandvoort,6,17011.0,35.3
50,Zeewolde,6,22309.0,26.9
355,Zeist,28,63934.0,43.8
299,Zevenaar,10,43488.0,23.0
637,Zoetermeer,14,124944.0,11.2
638,Zoeterwoude,1,8450.0,11.8
1892,Zuidplas,10,42762.0,23.4
879,Zundert,15,21612.0,69.4
301,Zutphen,8,47609.0,16.8
1896,Zwartewaterland,33,22503.0,146.6
642,Zwijndrecht,11,44639.0,24.6
193,Zwolle,56,127497.0,43.9
