Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
1771,Geldrop-Mierlo,20,39733.0,50.3
1652,Gemert-Bakel,76,30725.0,247.4
907,Gennep,9,16924.0,53.2
784,Gilze en Rijen,22,26438.0,83.2
1924,Goeree-Overflakkee,77,50049.0,153.8
664,Goes,12,38080.0,31.5
785,Goirle,24,23906.0,100.4
1942,Gooise Meren,24,58041.0,41.4
512,Gorinchem,13,37009.0,35.1
513,Gouda,31,73443.0,42.2
786,Grave,16,12437.0,128.6
14,Groningen,80,232922.0,34.3
1729,Gulpen-Wittem,7,14176.0,49.4
158,Haaksbergen,6,24309.0,24.7
788,Haaren,18,14371.0,125.3
392,Haarlem,66,162961.0,40.5
394,Haarlemmermeer,40,156039.0,25.6
1655,Halderberge,10,30277.0,33.0
160,Hardenberg,11,60940.0,18.1
243,Harderwijk,18,48429.0,37.2
523,Hardinxveld-Giessendam,7,18295.0,38.3
72,Harlingen,3,15720.0,19.1
244,Hattem,7,12213.0,57.3
396,Heemskerk,16,39188.0,40.8
397,Heemstede,24,27239.0,88.1
246,Heerde,27,18587.0,145.3
74,Heerenveen,5,50494.0,9.9
398,Heerhugowaard,20,57592.0,34.7
917,Heerlen,68,87057.0,78.1
1658,Heeze-Leende,12,16150.0,74.3
399,Heiloo,13,23974.0,54.2
163,Hellendoorn,8,35923.0,22.3
530,Hellevoetsluis,10,40158.0,24.9
794,Helmond,75,92432.0,81.1
531,Hendrik-Ido-Ambacht,5,31204.0,16.0
164,Hengelo,23,81147.0,28.3
1966,Het Hogeland,7,47834.0,14.6
252,Heumen,15,16450.0,91.2
797,Heusden,37,44699.0,82.8
534,Hillegom,3,22208.0,13.5
798,Hilvarenbeek,10,15514.0,64.5
402,Hilversum,24,90883.0,26.4
1963,Hoeksche Waard,51,87461.0,58.3
1735,Hof van Twente,14,35013.0,40.0
1911,Hollands Kroon,17,48434.0,35.1
118,Hoogeveen,8,55697.0,14.4
405,Hoorn,17,73232.0,23.2
1507,Horst aan de Maas,25,42433.0,58.9
321,Houten,47,50146.0,93.7
406,Huizen,13,41273.0,31.5
677,Hulst,2,27556.0,7.3
353,IJsselstein,26,34110.0,76.2
1884,Kaag en Braassem,5,27300.0,18.3
166,Kampen,45,54340.0,82.8
678,Kapelle,2,12691.0,15.8
537,Katwijk,15,65754.0,22.8
928,Kerkrade,28,45744.0,61.2
1598,Koggenland,6,22752.0,26.4
542,Krimpen aan den IJssel,7,29533.0,23.7
1931,Krimpenerwaard,24,56319.0,42.6
1659,Laarbeek,33,22530.0,146.5
1685,Landerd,42,15730.0,267.0
882,Landgraaf,28,37457.0,74.8
415,Landsmeer,7,11492.0,60.9
416,Langedijk,14,28157.0,49.7
1621,Lansingerland,34,62396.0,54.5
417,Laren,8,11274.0,71.0
80,Leeuwarden,19,124058.0,15.3
546,Leiden,30,125174.0,24.0
547,Leiderdorp,4,27059.0,14.8
1916,Leidschendam-Voorburg,18,76553.0,23.5
995,Lelystad,29,78619.0,36.9
1640,Leudal,37,35896.0,103.1
327,Leusden,16,30399.0,52.6
1705,Lingewaard,22,46606.0,47.2
553,Lisse,3,22957.0,13.1
262,Lochem,11,33730.0,32.6
809,Loon op Zand,25,23407.0,106.8
331,Lopik,13,14471.0,89.8
24,Loppersum,1,9533.0,10.5
168,Losser,1,22685.0,4.4
263,Maasdriel,6,25034.0,24.0
1641,Maasgouw,13,23960.0,54.3
556,Maassluis,11,33216.0,33.1
935,Maastricht,126,121558.0,103.7
420,Medemblik,8,45104.0,17.7
938,Meerssen,8,18832.0,42.5
1948,Meierijstad,195,81197.0,240.2
119,Meppel,4,33902.0,11.8
687,Middelburg,9,48810.0,18.4
1842,Midden-Delfland,3,19344.0,15.5
1731,Midden-Drenthe,2,33182.0,6.0
1952,Midden-Groningen,5,60804.0,8.2
815,Mill en Sint Hubert,7,10941.0,64.0
1709,Moerdijk,6,37136.0,16.2
1978,Molenlanden,17,43931.0,38.7
1955,Montferland,5,36009.0,13.9
335,Montfoort,11,13920.0,79.0
944,Mook en Middelaar,5,7847.0,63.7
1740,Neder-Betuwe,16,24342.0,65.7
946,Nederweert,21,17022.0,123.4
356,Nieuwegein,17,63461.0,26.8
569,Nieuwkoop,7,28809.0,24.3
267,Nijkerk,15,43176.0,34.7
268,Nijmegen,132,177698.0,74.3
1930,Nissewaard,28,85237.0,32.8
1970,Noardeast-Fryslân,4,45251.0,8.8
1695,Noord-Beveland,2,7395.0,27.0
1699,Noordenveld,3,31242.0,9.6
171,Noordoostpolder,10,47262.0,21.2
575,Noordwijk,10,43528.0,23.0
820,"Nuenen, Gerwen en Nederwetten",11,23379.0,47.1
302,Nunspeet,39,27845.0,140.1
579,Oegstgeest,12,24843.0,48.3
823,Oirschot,10,18723.0,53.4
824,Oisterwijk,23,26241.0,87.6
1895,Oldambt,0,38213.0,0.0
269,Oldebroek,19,23645.0,80.4
173,Oldenzaal,17,31832.0,53.4
1773,Olst-Wijhe,6,18251.0,32.9
175,Ommen,7,18007.0,38.9
1586,Oost Gelre,7,29623.0,23.6
826,Oosterhout,31,55990.0,55.4
85,Ooststellingwerf,1,25472.0,3.9
431,Oostzaan,7,9733.0,71.9
432,Opmeer,2,11837.0,16.9
86,Opsterland,6,29742.0,20.2
828,Oss,128,91932.0,139.2
1509,Oude IJsselstreek,5,39392.0,12.7
437,Ouder-Amstel,7,14029.0,49.9
589,Oudewater,18,10226.0,176.0
1734,Overbetuwe,51,47909.0,106.5
590,Papendrecht,6,32133.0,18.7
1894,Peel en Maas,107,43420.0,246.4
765,Pekela,2,12199.0,16.4
1926,Pijnacker-Nootdorp,23,55329.0,41.6
439,Purmerend,48,81233.0,59.1
273,Putten,6,24113.0,24.9
177,Raalte,13,37709.0,34.5
703,Reimerswaal,7,22728.0,30.8
274,Renkum,17,31404.0,54.1
339,Renswoude,1,5448.0,18.4
1667,Reusel-De Mierden,4,13110.0,30.5
275,Rheden,27,43736.0,61.7
340,Rhenen,5,20125.0,24.8
597,Ridderkerk,19,46204.0,41.1
1742,Rijssen-Holten,13,38178.0,34.1
603,Rijswijk,14,54432.0,25.7
1669,Roerdalen,13,20572.0,63.2
957,Roermond,31,58254.0,53.2
1674,Roosendaal,25,77226.0,32.4
599,Rotterdam,249,651376.0,38.2
277,Rozendaal,2,1705.0,117.3
840,Rucphen,10,22873.0,43.7
518,s-Gravenhage,124,545163.0,22.7
441,Schagen,13,46482.0,28.0
279,Scherpenzeel,4,9880.0,40.5
606,Schiedam,19,78739.0,24.1
88,Schiermonnikoog,0,947.0,0.0
1676,Schouwen-Duiveland,9,33858.0,26.6
965,Simpelveld,10,10552.0,94.8
1702,Sint Anthonis,18,11672.0,154.2
845,Sint-Michielsgestel,28,29203.0,95.9
1883,Sittard-Geleen,98,92422.0,106.0
610,Sliedrecht,6,25217.0,23.8
1714,Sluis,6,23217.0,25.8
90,Smallingerland,5,56154.0,8.9
342,Soest,28,46607.0,60.1
847,Someren,19,19376.0,98.1
848,Son en Breugel,20,17321.0,115.5
37,Stadskanaal,1,31688.0,3.2
180,Staphorst,5,17144.0,29.2
532,Stede Broec,18,21734.0,82.8
851,Steenbergen,14,24501.0,57.1
1708,Steenwijkerland,8,44139.0,18.1
971,Stein,29,25000.0,116.0
1904,Stichtse Vecht,30,64928.0,46.2
1900,Súdwest-Fryslân,15,89987.0,16.7
715,Terneuzen,16,54438.0,29.4
93,Terschelling,0,4889.0,0.0
448,Texel,3,13573.0,22.1
1525,Teylingen,11,37426.0,29.4
716,Tholen,20,25758.0,77.6
281,Tiel,23,42161.0,54.6
855,Tilburg,254,219800.0,115.6
183,Tubbergen,11,21279.0,51.7
1700,Twenterand,5,33743.0,14.8
1730,Tynaarlo,16,33879.0,47.2
737,Tytsjerksteradiel,3,32046.0,9.4
856,Uden,123,42122.0,292.0
450,Uitgeest,7,13649.0,51.3
451,Uithoorn,11,29466.0,37.3
184,Urk,9,21033.0,42.8
344,Utrecht,243,357694.0,67.9
1581,Utrechtse Heuvelrug,22,49601.0,44.4
981,Vaals,6,10099.0,59.4
994,Valkenburg aan de Geul,11,16360.0,67.2
858,Valkenswaard,20,31200.0,64.1
47,Veendam,1,27387.0,3.7
345,Veenendaal,13,66491.0,19.6
717,Veere,8,21885.0,36.6
861,Veldhoven,22,45458.0,48.4
453,Velsen,25,68660.0,36.4
983,Venlo,67,101797.0,65.8
984,Venray,21,43604.0,48.2
1961,Vijfheerenlanden,24,56816.0,42.2
622,Vlaardingen,28,73445.0,38.1
96,Vlieland,0,1152.0,0.0
718,Vlissingen,8,44365.0,18.0
986,Voerendaal,7,12471.0,56.1
626,Voorschoten,6,25603.0,23.4
285,Voorst,13,24546.0,53.0
865,Vught,29,26554.0,109.2
1949,Waadhoeke,3,46079.0,6.5
866,Waalre,6,17454.0,34.4
867,Waalwijk,46,48620.0,94.6
627,Waddinxveen,7,29293.0,23.9
289,Wageningen,5,39673.0,12.6
629,Wassenaar,6,26214.0,22.9
852,Waterland,11,17422.0,63.1
988,Weert,27,50107.0,53.9
457,Weesp,8,19729.0,40.5
1960,West Betuwe,24,51198.0,46.9
668,West Maas en Waal,13,19320.0,67.3
1969,Westerkwartier,15,63375.0,23.7
1701,Westerveld,3,19460.0,15.4
293,Westervoort,2,14973.0,13.4
1950,Westerwolde,3,25796.0,11.6
1783,Westland,38,110357.0,34.4
98,Weststellingwerf,2,25916.0,7.7
614,Westvoorne,9,14728.0,61.1
189,Wierden,4,24440.0,16.4
296,Wijchen,30,41124.0,73.0
1696,Wijdemeren,4,24360.0,16.4
352,Wijk bij Duurstede,7,23910.0,29.3
294,Winterswijk,3,28865.0,10.4
873,Woensdrecht,5,21883.0,22.8
632,Woerden,25,52294.0,47.8
880,Wormerland,6,16299.0,36.8
351,Woudenberg,6,13362.0,44.9
479,Zaanstad,46,156711.0,29.4
297,Zaltbommel,9,28901.0,31.1
473,Zandvoort,6,17116.0,35.1
50,Zeewolde,7,22656.0,30.9
355,Zeist,34,64932.0,52.4
299,Zevenaar,12,43740.0,27.4
637,Zoetermeer,17,125283.0,13.6
638,Zoeterwoude,2,8611.0,23.2
1892,Zuidplas,11,43894.0,25.1
879,Zundert,17,21821.0,77.9
301,Zutphen,10,47942.0,20.9
1896,Zwartewaterland,36,22690.0,158.7
642,Zwijndrecht,13,44741.0,29.1
193,Zwolle,63,128831.0,48.9
